央视频道,#genre#
CRI HIT FM (北京),https://satellitepull.cnr.cn/live/wxgjlxyy/playlist.m3u8
CRI HIT FM (广州),https://satellitepull.cnr.cn/live/wxhitfm/playlist.m3u8
CRI Hit FM FM88.7,http://sk.cri.cn/887.m3u8
CRI 环球信息广播 FM90.5,http://sk.cri.cn/905.m3u8
CRI 华语环球广播,http://sk.cri.cn/hyhq.m3u8
CRI 环球资讯广播,https://satellitepull.cnr.cn/live/wxhqzx01/playlist.m3u8
CRI 南海之声,http://sk.cri.cn/nhzs.m3u8
CRI 轻松调频,http://sk.cri.cn/915.m3u8
CRI 外语教学广播 China Plus Radio,http://sk.cri.cn/am1008.m3u8
CRI 英语环球广播 China Plus Radio,http://sk.cri.cn/am846.m3u8
CRI 粤语国际,http://sk.cri.cn/hxfh.m3u8
Dance One,http://rfcmedia.streamguys1.com/srdanceone.mp3
Disco Beats,http://rfcmedia.streamguys1.com/srdiscobeats.mp3
Eclectic24,https://kcrw.streamguys1.com/kcrw_192k_mp3_on_air
Heart FM 乐动1056,http://starfish.bj.aliyun.006.qingting.fm:8000/shenyangjingdianyinle
Kiss Radio,http://api.kiss.com.tw/test/hichannel2.php?api=2
LOVE 972,https://14033.live.streamtheworld.com/LOVE972FM_PREM.aac
Modern Radio,http://play.redefine.ltd/Stream1/FM1058-1.m3u8
M-Radio全国广播,http://stream.rcs.revma.com/044q61ha7a0uv/hls.m3u8
MY,https://astro1.rastream.com/myfm
My Radio,https://stream.hndt.com/live/yingshi/playlist.m3u8
News98 新闻台,http://stream.rcs.revma.com/55tyxsy4qtzuv
one FM,https://mediaprima.rastream.com/mediaprima-onefm
Pop Hits,http://rfcmedia.streamguys1.com/newpophitspremium.mp3
Relax & Unwind,http://rfcmedia.streamguys1.com/relaxationpremium.mp3
Smooth Jazz,http://rfcmedia.streamguys1.com/smoothjazzpremium.mp3
The Hit List,http://rfcmedia.streamguys1.com/srhitlist.mp3
Today’s Hits,http://rfcmedia.streamguys1.com/MusicPulsePremium.mp3
Today's Country Hits,http://rfcmedia.streamguys1.com/srtodayscountryhits.mp3
VOCALO,https://stream.wbez.org/vocalolinear
WHIZ Radio 海口广播,http://starfish.sz.aliyun.005.qingting.fm:8000/haikouSIMULRADIO
YES 933,https://22393.live.streamtheworld.com/YES933_PREM.aac
阿拉善汉语广播,https://satellitepull.cnr.cn/live/wx32nmgalshygb/playlist.m3u8
阿里郎电台(视频),https://amdlive-ch03-ctnd-com.akamaized.net/arirang_3ch/smil:arirang_3ch.smil/playlist.m3u8
安徽故事广播,https://satellitepull.cnr.cn/live/wxahxspsgb/playlist.m3u8
安徽广播,https://satellitepull.cnr.cn/live/wxahyygb/playlist.m3u8
安徽交通广播,https://satellitepull.cnr.cn/live/wxahjtgb/playlist.m3u8
安徽经济广播,https://satellitepull.cnr.cn/live/wxahjjgb/playlist.m3u8
安徽旅游广播•高速之声,https://satellitepull.cnr.cn/live/wxahlygb/playlist.m3u8
安徽生活广播•城市之声,https://satellitepull.cnr.cn/live/wxahshgb/playlist.m3u8
安徽戏曲广播•动听995,https://satellitepull.cnr.cn/live/wxahxqgb/playlist.m3u8
安徽之声,https://satellitepull.cnr.cn/live/wxahxxgb/playlist.m3u8
北京广播,http://live.xmcdn.com/live/95/64.m3u8
北京经典969,http://live.funhillrm.com/4/sd/live.m3u8
藏语广播,http://ngcdn012.cnr.cn/live/zygb/index.m3u8
潮流音乐台,http://play-radio-stream3.hndt.com/now/Or5au0KN/playlist.m3u8
楚天广播,https://satellitepull.cnr.cn/live/wx32hubctyygb/playlist.m3u8
楚天交通广播,https://satellitepull.cnr.cn/live/wx32hubctjtgb/playlist.m3u8
大象资讯台,https://stream.hndt.com/live/nongcun/playlist.m3u8
电音电台,http://play.redefine.ltd/Stream3/FM1058-3.m3u8
动感音乐台,http://stream3.hndt.com/now/ufjjbZxV/playlist.m3u8
法国国际广播电台,https://rfienchinois64k.ice.infomaniak.ch/rfienchinois-64.mp3
法国国际广播电台,http://rfichinois96k.ice.infomaniak.ch/rfichinois-96k.mp3
房山电台,http://live.funhillrm.com/3/sd/live.m3u8
飞碟电台,http://stream.rcs.revma.com/em90w4aeewzuv
福建东南广播,https://satellitepull.cnr.cn/live/wx32fjdngb/playlist.m3u8
福建都市广播•私家车987,https://satellitepull.cnr.cn/live/wx32fjdndsgb/playlist.m3u8
福建汽车广播,https://satellitepull.cnr.cn/live/wx32fjdnyygb/playlist.m3u8
福州广播,http://live.zohi.tv/audio/s10001-FM893/index.m3u8
福州交通之声,http://live.zohi.tv/audio/s10001-FM876/index.m3u8
福州新闻广播,http://live.zohi.tv/audio/s10001-FM944/index.m3u8
福州左海之声,http://live.zohi.tv/audio/s10001-FM901/index.m3u8
甘肃都市调频,https://satellitepull.cnr.cn/live/wxgsdstb/playlist.m3u8
甘肃经济广播,https://satellitepull.cnr.cn/live/wxgshhzs/playlist.m3u8
格莱美音乐台,http://stream3.hndt.com/now/yorSd1X2/playlist.m3u8
古典音乐台,http://play.redefine.ltd/Stream2/FM1058-2.m3u8
广东广播,http://ls.qingting.fm/live/1260.m3u8
广西北部湾之声,https://satellitepull.cnr.cn/live/wx32gxdwgb/playlist.m3u8
广西广播,https://satellitepull.cnr.cn/live/wx32gxrmgb/playlist.m3u8
广西广播,https://satellitepull.cnr.cn/live/wx32gxwygb/playlist.m3u8
广西交通广播,https://satellitepull.cnr.cn/live/wx32gxjtgb/playlist.m3u8
广西教育广播,https://satellitepull.cnr.cn/live/wx32gbjyshgb/playlist.m3u8
广西经济广播•女主播电台,https://satellitepull.cnr.cn/live/wx32gxjjgb/playlist.m3u8
贵州都市广播,https://satellitepull.cnr.cn/live/wx32gzqcgb/playlist.m3u8
贵州故事广播,https://satellitepull.cnr.cn/live/wx32gzgsgb/playlist.m3u8
贵州广播,https://satellitepull.cnr.cn/live/wx32gzwxwzhgb/playlist.m3u8
贵州广播,https://satellitepull.cnr.cn/live/wx32gzyygb/playlist.m3u8
贵州经济广播,https://satellitepull.cnr.cn/live/wx32gzjjgb/playlist.m3u8
贵州旅游广播,https://satellitepull.cnr.cn/live/wx32gzlygb/playlist.m3u8
国立教育电台,http://wowza.ner.gov.tw/live/_definst_/1/playlist.m3u8
哈萨克语广播,http://ngcdn025.cnr.cn/live/hygb/index.m3u8
海南广播,https://satellitepull.cnr.cn/live/wxhainyygb/playlist.m3u8
河北广播,https://satellitepull.cnr.cn/live/wxhebzhgb/playlist.m3u8
河北广播,https://satellitepull.cnr.cn/live/wxhebyygb/playlist.m3u8
河北交通广播,https://satellitepull.cnr.cn/live/wxhebjtgb/playlist.m3u8
河北经济广播,https://satellitepull.cnr.cn/live/wxhebjjgb/playlist.m3u8
河北生活广播,https://satellitepull.cnr.cn/live/wxhebshgb/playlist.m3u8
河北文艺广播,https://satellitepull.cnr.cn/live/wxhebwygb/playlist.m3u8
河南广播,https://stream.hndt.com/live/yinyue/playlist.m3u8
河南交通广播,https://stream.hndt.com/live/jiaotong/playlist.m3u8
河南教育广播,https://stream.hndt.com/live/jiaoyu/playlist.m3u8
河南经济广播,https://stream.hndt.com/live/jingji/playlist.m3u8
河南戏曲广播,https://stream.hndt.com/live/yule/playlist.m3u8
河南新闻广播,https://stream.hndt.com/live/xinwen/playlist.m3u8
河南信息广播,https://stream.hndt.com/live/leling/playlist.m3u8
黑龙江朝鲜语广播,https://satellitepull.cnr.cn/live/wx32hljcygb/playlist.m3u8
黑龙江都市女性广播,https://satellitepull.cnr.cn/live/wx32hljnxgb/playlist.m3u8
黑龙江高校广播,https://satellitepull.cnr.cn/live/wx32hljgxgb/playlist.m3u8
黑龙江广播,https://satellitepull.cnr.cn/live/wx32hljyygb/playlist.m3u8
黑龙江老年少儿广播•爱家调频,https://satellitepull.cnr.cn/live/wx32hljajgb/playlist.m3u8
呼伦贝尔汉语广播,https://satellitepull.cnr.cn/live/wx32nmghlbehygb/playlist.m3u8
呼伦贝尔蒙语广播,https://satellitepull.cnr.cn/live/wx32nmghlbemygb/playlist.m3u8
湖北城市之声,https://satellitepull.cnr.cn/live/wx32hubjtgb/playlist.m3u8
湖北经典广播,https://satellitepull.cnr.cn/live/wx32hubyygb/playlist.m3u8
湖北亲子广播,https://satellitepull.cnr.cn/live/wx32hubfnetgb/playlist.m3u8
湖北生活广播,https://satellitepull.cnr.cn/live/wx32hubczshgb/playlist.m3u8
湖北之声,https://satellitepull.cnr.cn/live/wx32hubzsgb/playlist.m3u8
湖北资讯广播,https://satellitepull.cnr.cn/live/wx32hubzxgb/playlist.m3u8
湖南文艺广播•摩登音乐台,https://satellitepull.cnr.cn/live/wx32hunwygb/playlist.m3u8
湖南音乐之声•芒果音乐台,http://a.live.hnradio.com/yypd/radio120k_yypd.m3u8?auth_key=1588751172-0-0-d97b858279c1c86650172b9913ea4af2
华语金曲500首,http://ls.qingting.fm/live/3412131.m3u8
怀集音乐台,http://live.xmcdn.com:80/live/966/64.m3u8
欢乐调频,http://starfish.bj.aliyun.007.qingting.fm:8000/huanletiaopin
惠州广播,http://stream.hztvmg.com/gbtest2/sd/live.m3u8
惠州广播,http://stream.hztvmg.com/test17/playlist.m3u8
江苏广播,https://satellitepull.cnr.cn/live/wx32jsyygb/playlist.m3u8
江苏文艺广播,https://satellitepull.cnr.cn/live/wx32jswygb/playlist.m3u8
江西都市广播,https://satellitepull.cnr.cn/live/wx32jiangxdsgb/playlist.m3u8
开州之声,http://183.64.174.171:10124/tlgb.m3u8
老歌音乐台,http://live.xmcdn.com:80/live/2628/64.m3u8
辽宁交通广播,https://satellitepull.cnr.cn/live/wxlnjtgb/playlist.m3u8
辽宁经典广播,https://satellitepull.cnr.cn/live/wxlnwygb/playlist.m3u8
辽宁经济广播,https://satellitepull.cnr.cn/live/wxlnjjtb/playlist.m3u8
辽宁乡村广播,https://satellitepull.cnr.cn/live/wxlnxcgb/playlist.m3u8
辽宁之声,https://satellitepull.cnr.cn/live/wxlnzhgb/playlist.m3u8
旅游之声,http://starfish.bj.aliyun.007.qingting.fm:8000/fm98.7lvyouzhisheng
民谣 蓝调,http://play-radio-stream3.hndt.com/now/XWfN89gh/playlist.m3u8
民谣音乐台,http://stream3.hndt.com/now/DTK5qc83/playlist.m3u8
内蒙古经济生活广播,https://satellitepull.cnr.cn/live/wx32nmgjjgb/playlist.m3u8
内蒙古蒙语对外广播草原之声,https://satellitepull.cnr.cn/live/wx32nmgdwgb/playlist.m3u8
内蒙古蒙语新闻广播,https://satellitepull.cnr.cn/live/wx32nmgmygb/playlist.m3u8
内蒙古评书曲艺广播,https://satellitepull.cnr.cn/live/wx32nmgpsqy/playlist.m3u8
内蒙古新闻广播,https://satellitepull.cnr.cn/live/wx32nmghyzhxwgb/playlist.m3u8
宁波广播,http://ihzlh.linker.cc/ihzlh/zjnb_ts02_986.m3u8
宁波交通广播,http://ihzlh.linker.cc/ihzlh/zjnb_ts01_939.m3u8
宁波经济广播,http://ihzlh.linker.cc/ihzlh/zjnb_ts03_1029.m3u8
宁波老少广播•阳光904,http://ihzlh.linker.cc/ihzlh/zjnb_ts05_904.m3u8
宁波新闻广播,http://ihzlh.linker.cc/ihzlh/zjnb_ts04_920.m3u8
宁夏广播,https://satellitepull.cnr.cn/live/wxnxyygb/playlist.m3u8
宁夏经济广播,https://satellitepull.cnr.cn/live/wxnxjjgb/playlist.m3u8
宁夏旅游广播,https://satellitepull.cnr.cn/live/wxnxdsgb/playlist.m3u8
宁夏新闻广播,https://satellitepull.cnr.cn/live/wxnxxwgb/playlist.m3u8
青岛摩登音乐调频,http://video11.qtv.com.cn/zhibo886/manifest.m3u8
青岛音体广播,http://video11.qtv.com.cn/zhiboytgb-sd/manifest.m3u8
青海交通广播,https://satellitepull.cnr.cn/live/wx32qhjtyygb/playlist.m3u8
青海经济广播,https://satellitepull.cnr.cn/live/wx32qhjjgb/playlist.m3u8
青海新闻广播,https://satellitepull.cnr.cn/live/wx32qhwxzhgb/playlist.m3u8
清晨音乐台,http://live.xmcdn.com:80/live/1011/64.m3u8
全国治安交通网,http://stream.pbs.gov.tw:1935/live/mp3:PBS/playlist.m3u8
山东交通广播,https://satellitepull.cnr.cn/live/wxsdjtgb/playlist.m3u8
山东经典广播,https://satellitepull.cnr.cn/live/wxsdshxxgb/playlist.m3u8
山东经济广播,https://satellitepull.cnr.cn/live/wxsdjjgb/playlist.m3u8
山东体育休闲广播,https://satellitepull.cnr.cn/live/wxsdtyxxgb/playlist.m3u8
陕西都市广播•陕广新闻,https://satellitepull.cnr.cn/live/wxsxxdsgb/playlist.m3u8
陕西广播,https://satellitepull.cnr.cn/live/wxsxxyygb/playlist.m3u8
陕西交通广播,https://satellitepull.cnr.cn/live/wxsxxjtgb/playlist.m3u8
陕西经济广播•896汽车调频,https://satellitepull.cnr.cn/live/wxsxxjjgb/playlist.m3u8
陕西农村广播,https://satellitepull.cnr.cn/live/wxsxxncgb/playlist.m3u8
陕西青少广播•好听1055,https://satellitepull.cnr.cn/live/wxsxxqcgb/playlist.m3u8
陕西戏曲广播,https://satellitepull.cnr.cn/live/wxsxxxqgb/playlist.m3u8
陕西新闻广播,https://satellitepull.cnr.cn/live/wxsxxxwgb/playlist.m3u8
上海第一财经广播,https://satellitepull.cnr.cn/live/wx32dycjgb/playlist.m3u8
上海动感101,http://ls.qingting.fm/live/274.m3u8
上海长三角之声,https://satellitepull.cnr.cn/live/wx32dfgbdt/playlist.m3u8
绍兴交通广播,http://live.shaoxing.com.cn/audio/s10001-jt2/index.m3u8
绍兴之声,http://live.shaoxing.com.cn/audio/s10001-xw1/index.m3u8
深圳飞扬971,https://satellitepull.cnr.cn/live/wxszfy971/playlist.m3u8
深圳飞扬音乐台,http://ls.qingting.fm/live/1271.m3u8
私家车999,https://stream.hndt.com/live/sijiache/playlist.m3u8
四川城市之音,https://satellitepull.cnr.cn/live/wxsccszs/playlist.m3u8
四川广播四川之声,https://satellitepull.cnr.cn/live/wxsczhgb/playlist.m3u8
四川交通广播,https://satellitepull.cnr.cn/live/wxscjtgb/playlist.m3u8
四川经济广播,https://satellitepull.cnr.cn/live/wxscjjgb/playlist.m3u8
四川旅游生活广播,https://satellitepull.cnr.cn/live/wxsclyshgb/playlist.m3u8
四川岷江广播,http://ls.qingting.fm/live/1110.m3u8
四川岷江音乐,https://satellitepull.cnr.cn/live/wxscmjyyt/playlist.m3u8
四川私家车广播,https://satellitepull.cnr.cn/live/wxsc925/playlist.m3u8
四川文艺广播,https://satellitepull.cnr.cn/live/wxscwygb/playlist.m3u8
台北广播电台AM1134,https://stream.ginnet.cloud/live0130lo-yfyo/_definst_/am/playlist.m3u8
台北广播电台FM93.1,https://stream.ginnet.cloud/live0130lo-yfyo/_definst_/fm/playlist.m3u8
台北国际小区广播电台,http://live.leanstream.co/ICRTFM-MP3
台湾Lounge Radio音乐电台,http://streaming.radionomy.com/JamendoLounge
台湾古典音乐台,http://59.120.88.155:8000/live.mp3
台中广播电台,http://211.20.119.101:8081
太阳电台,http://211.20.119.102:8081
天津静海区广播•交通广播网,http://starfish.bj.aliyun.001.qingting.fm:8000/jingdianFM1008
天籁古典,http://stream3.hndt.com/now/MdOpB4zP/playlist.m3u8
天籁之音 Hi-Fi Radio,http://play-radio-stream3.hndt.com/now/JxkyN5mR/playlist.m3u8
天籁之音-国风,http://play-radio-stream3.hndt.com/now/UzPxbRaT/playlist.m3u8
维吾尔语广播,http://ngcdn013.cnr.cn/live/wygb/index.m3u8
武汉广播,http://stream.appwuhan.com/yypdzb/sd/live.m3u8
武汉交通广播,http://stream.appwuhan.com/jtpdzb/sd/live.m3u8
武汉经济广播,http://stream.appwuhan.com/cjpdzb/sd/live.m3u8
武汉青少广播•M-radio,http://stream.appwuhan.com/sepdzb/sd/live.m3u8
武汉新闻广播,http://stream.appwuhan.com/xwpdzb/sd/live.m3u8
锡林郭勒汉语广播,https://satellitepull.cnr.cn/live/wx32nmgxlglhygb/playlist.m3u8
心灵音乐馆,http://play-radio-stream3.hndt.com/now/AFqvb0VX/playlist.m3u8
新疆私家车广播,https://satellitepull.cnr.cn/live/wxxjsjcgb/playlist.m3u8
亚洲经典音乐台,http://live.xmcdn.com:80/live/1005/64.m3u8
延边文艺生活广播,https://satellitepull.cnr.cn/live/wxybwyshgb/playlist.m3u8
云南广播,https://satellitepull.cnr.cn/live/wxynyygb/playlist.m3u8
云南国际广播,https://satellitepull.cnr.cn/live/wxynsegb/playlist.m3u8
云南交通之声,https://satellitepull.cnr.cn/live/wxynjtgb/playlist.m3u8
云南教育广播•知道分子频道,https://satellitepull.cnr.cn/live/wxynjygb/playlist.m3u8
云南经济广播•私家车电台,https://satellitepull.cnr.cn/live/wxynjjgb/playlist.m3u8
云南旅游广播•香格里拉之声,https://satellitepull.cnr.cn/live/wxxgllzs/playlist.m3u8
云南民族广播,https://satellitepull.cnr.cn/live/wxynmzgb/playlist.m3u8
云南新闻广播,https://satellitepull.cnr.cn/live/wxynxwgb/playlist.m3u8
长沙城市之声,http://115.238.238.218/zhcs_radio/cszs1017__redirect__20573.m3u8
长沙广播,http://222.186.61.82/zhcs_radio/jjgb886__redirect__20573.m3u8
长沙交通广播,http://115.238.238.218/zhcs_radio/jtgb1061__redirect__20573.m3u8
浙江城市之声,https://satellitepull.cnr.cn/live/wxzjcszs/playlist.m3u8
浙江动听,http://ls.qingting.fm/live/4866.m3u8
浙江交通之声,https://satellitepull.cnr.cn/live/wxzjjtgb/playlist.m3u8
浙江经济广播,https://satellitepull.cnr.cn/live/wxzjjjgb/playlist.m3u8
浙江旅游之声,https://satellitepull.cnr.cn/live/wxzj1045/playlist.m3u8
浙江民生资讯广播,https://satellitepull.cnr.cn/live/wxzjmsgb/playlist.m3u8
浙江音乐调频•动听968,https://satellitepull.cnr.cn/live/wxzj968/playlist.m3u8
浙江之声,https://satellitepull.cnr.cn/live/wxzjzs/playlist.m3u8
正义电台,http://211.20.119.103:8081
中广流行网,http://stream.rcs.revma.com/aw9uqyxy2tzuv
中广新闻网,http://stream.rcs.revma.com/78fm9wyy2tzuv
中广音乐网,http://stream.rcs.revma.com/ks4vsmg3qtzuv
重庆广播,https://satellitepull.cnr.cn/live/wxcqyygb/playlist.m3u8


咪咕体育,#genre#
咪咕直播_1「IPV6」,http://[2409:8087:1a01:df::4023]/PLTV/88888888/224/3221225611/index.m3u8
咪咕直播_2「IPV6」,http://[2409:8087:1a01:df::4005]/PLTV/88888888/224/3221225613/index.m3u8
咪咕直播_3「IPV6」,http://[2409:8087:1a01:df::4017]/PLTV/88888888/224/3221225619/index.m3u8
咪咕直播_4「IPV6」,http://[2409:8087:1a01:df::4058]/PLTV/88888888/224/3221225620/index.m3u8
咪咕直播_5「IPV6」,http://[2409:8087:1a01:df::4015]/PLTV/88888888/224/3221225639/index.m3u8
咪咕直播_6「IPV6」,http://[2409:8087:1a01:df::4015]/PLTV/88888888/224/3221225641/index.m3u8
咪咕直播_7「IPV6」,http://[2409:8087:1a01:df::4011]/PLTV/88888888/224/3221225643/index.m3u8
咪咕直播_8「IPV6」,http://[2409:8087:1a01:df::4002]/PLTV/88888888/224/3221225645/index.m3u8
咪咕直播_9「IPV6」,http://[2409:8087:1a01:df::4016]/PLTV/88888888/224/3221225647/index.m3u8
咪咕直播_10「IPV6」,http://[2409:8087:1a01:df::4022]/PLTV/88888888/224/3221225648/index.m3u8
咪咕直播_11「IPV6」,http://[2409:8087:1a01:df::4003]/PLTV/88888888/224/3221225649/index.m3u8
咪咕直播_12「IPV6」,http://[2409:8087:1a01:df::4003]/PLTV/88888888/224/3221225650/index.m3u8
咪咕直播_13「IPV6」,http://[2409:8087:1a01:df::4014]/PLTV/88888888/224/3221225652/index.m3u8
咪咕直播_14「IPV6」,http://[2409:8087:1a01:df::4013]/PLTV/88888888/224/3221225653/index.m3u8
咪咕直播_15「IPV6」,http://[2409:8087:1a01:df::4017]/PLTV/88888888/224/3221225654/index.m3u8
咪咕直播_16「IPV6」,http://[2409:8087:1a01:df::4019]/PLTV/88888888/224/3221225658/index.m3u8
咪咕直播_17「IPV6」,http://[2409:8087:1a01:df::4012]/PLTV/88888888/224/3221225660/index.m3u8
咪咕直播_18「IPV6」,http://[2409:8087:1a01:df::4023]/PLTV/88888888/224/3221225662/index.m3u8
咪咕直播_19「IPV6」,http://[2409:8087:1a01:df::4062]/PLTV/88888888/224/3221225733/index.m3u8
咪咕直播_20「IPV6」,http://[2409:8087:1a01:df::4048]/PLTV/88888888/224/3221225735/index.m3u8
咪咕直播_21「IPV6」,http://[2409:8087:1a01:df::4025]/PLTV/88888888/224/3221225737/index.m3u8
咪咕直播_22「IPV6」,http://[2409:8087:1a01:df::4074]/PLTV/88888888/224/3221225739/index.m3u8
咪咕直播_23「IPV6」,http://[2409:8087:1a01:df::4030]/PLTV/88888888/224/3221225754/index.m3u8
咪咕直播_24「IPV6」,http://[2409:8087:1a01:df::4025]/PLTV/88888888/224/3221225756/index.m3u8
咪咕直播_25「IPV6」,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225758/index.m3u8
咪咕直播_26「IPV6」,http://[2409:8087:1a01:df::4025]/PLTV/88888888/224/3221225760/index.m3u8
咪咕直播_27「IPV6」,http://[2409:8087:1a01:df::4002]/PLTV/88888888/224/3221225895/index.m3u8
咪咕直播_28「IPV6」,http://[2409:8087:1a01:df::4028]/PLTV/88888888/224/3221225897/index.m3u8
咪咕直播_29「IPV6」,http://[2409:8087:1a01:df::4061]/PLTV/88888888/224/3221225899/index.m3u8
咪咕直播_30「IPV6」,http://[2409:8087:1a01:df::4009]/PLTV/88888888/224/3221225901/index.m3u8
咪咕直播_31「IPV6」,http://[2409:8087:1a01:df::4023]/PLTV/88888888/224/3221225903/index.m3u8
咪咕直播_32「IPV6」,http://[2409:8087:1a01:df::4051]/PLTV/88888888/224/3221225905/index.m3u8
咪咕直播_33「IPV6」,http://[2409:8087:1a01:df::4055]/PLTV/88888888/224/3221225910/index.m3u8
咪咕直播_34「IPV6」,http://[2409:8087:1a01:df::4076]/PLTV/88888888/224/3221225912/index.m3u8
咪咕直播_35「IPV6」,http://[2409:8087:1a01:df::4027]/PLTV/88888888/224/3221225914/index.m3u8
咪咕直播_36「IPV6」,http://[2409:8087:1a01:df::4068]/PLTV/88888888/224/3221226031/index.m3u8
咪咕直播_37「IPV6」,http://[2409:8087:1a01:df::4062]/PLTV/88888888/224/3221226046/index.m3u8
咪咕直播_38「IPV6」,http://[2409:8087:1a01:df::4041]/PLTV/88888888/224/3221226053/index.m3u8

体育频道,#genre#
纬来篮球,http://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130
纬来篮球,https://cloud.yumixiu768.com/tmp/123.m3u8
纬来篮球,https://epg.pw/stream/65161be2ecd7c7b2e054dbac30922b2673b4eff6497b77c71bb81215aa826cc4.m3u8
纬来篮球,http://50.7.238.114:8278/videolandsport/playlist.m3u8?tid=MD2D5343800653438006&ct=19234&tsum=1be724fb8246abfedaf2bd088ec98f03
广东体育,http://219.128.40.55:8888/udp/239.77.0.112:5146
精品体育,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225674/1.m3u8
精品体育,http://[2409:8087:1a0b:df::4004]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
辽宁体育,http://fxgm.fxjf.work:19901/tsfile/live/1003_1.m3u8
Qtv5体育,http://112.6.117.141:9901/tsfile/live/1056_1.m3u8
睛彩竞技,http://home4.kmo.ink:8888/rtp/239.3.1.125:8001
睛彩篮球,http://home4.kmo.ink:8888/rtp/239.3.1.126:8001
晴彩广场,http://home4.kmo.ink:8888/udp/239.3.1.128:8001
睛彩羽毛,http://home4.kmo.ink:8888/rtp/239.3.1.127:8001
羽毛球台,http://blc.zmychn.cn:4000/udp/225.1.2.1:5002
CCTV-05,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV+5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
ELEv体育,http://50.7.238.114:8278/golfchannel_twn/playlist.m3u8?tid=MFBF2798068027980680&ct=18393&tsum=d8204023f67120512c75a8882f121120
劲爆IPV6,http://[2409:8087:7001:20:3::6]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226239/index.m3u8
五星IPV6,http://[2409:8087:7001:20:1000::88]:6610/000000001000/5000000010000017540/index.m3u8?channel-id=bestzb&Contentid=5000000010000017540&livemode=1&stbId=3
超级IPV6,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
风云IPV6,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8
风云IPV6,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002499/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
咪足IPV6,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225895/index.m3u8
台球IPV6,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226956/index.m3u8
网球IPV6,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226978/index.m3u8
RedBullTV,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_6660.m3u8
功夫IPV6,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
美国摔跤,https://d2p372oxiwmcn1.cloudfront.net:443/hls/1080p/playlist.m3u8
JJ斗地主,http://159.75.85.63:35455/douyu/488743
JJ斗地主,http://openhls-tct.douyucdn2.cn:80/dyliveflv1a/488743rAHScWyyII_2000.m3u8
JJ斗地主,http://tc-tct.douyucdn2.cn/dyliveflv1a/488743rAHScWyyII_2000.flv?wsAuth=fd695c444eeee99cc6122ed396c805ba&token=cpn-androidmpro-0-488743-df8b1830ef2e6ce156759645768df95bf77749da61fcc901&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
王者荣耀,http://tc-tct.douyucdn2.cn/dyliveflv1a/1863767rkpl2_2000p.flv?wsAuth=f73077d85e523eb95b6ce1ea3581b46b&token=cpn-androidmpro-0-1863767-7b520f6fe0a2b18db3c111c4e3c14350afd2dcaf43d0ef60&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
穿越火线,http://tc-tct.douyucdn2.cn:80/dyliveflv1/605964rzzgGEOZHr.flv?wsAuth=43ef2d796067cbec9c238c73235a1005&token=cpn-androidmpro-0-605964-b9be22700076c085e82232beb0fbe7838e28994acafb3964&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play1
